SOURCE_FILE,ROUTE_BOOK,ZONE,DAY_OF_WEEK,WEEKS_OF_MONTH,STEP_NUMBER,STREET_NAME,SIDE,FROM_STREET,TO_STREET,TIME_START,TIME_END,FROM_CNN,TO_CNN
RT.124WKND.pdf,"NIGHT ROUTES, VARIOUS RT #24",B,Saturday,,12,3rd Street,Right,King Street,Key Avenue,2:00 AM,6:00 AM,23799000,20466000
RT.124WKND.pdf,"NIGHT ROUTES, VARIOUS RT #24",B,Saturday,,13,3rd Street,Right,Key Avenue,26th Street,2:00 AM,6:00 AM,20466000,23536000
RT.124WKND.pdf,"NIGHT ROUTES, VARIOUS RT #24",B,Saturday,,14,3rd Street,Right,18th Street,King Street,2:00 AM,6:00 AM,23570000,23799000
RT.124WKND.pdf,"NIGHT ROUTES, VARIOUS RT #24",B,Saturday,,15,3rd Street,Left,King Street,Market Street,2:00 AM,6:00 AM,23799000,30738000
RT.124WKND.pdf,"NIGHT ROUTES, VARIOUS RT #24",B,Saturday,,16,Kearny Street,Right,Market Street,Columbus Avenue,2:00 AM,6:00 AM,,
RT.124WKND.pdf,"NIGHT ROUTES, VARIOUS RT #24",B,Saturday,,17,Clay Street,Left,Stockton Street,Kearny Street,4:00 AM,6:00 AM,24995000,24770000
RT.124WKND.pdf,"NIGHT ROUTES, VARIOUS RT #24",B,Saturday,,18,Columbus Avenue,Right,Washington Street,Filbert Street,4:00 AM,6:00 AM,24758000,30710000
RT.124WKND.pdf,"NIGHT ROUTES, VARIOUS RT #24",B,Saturday,,19,Market Street,Right,3rd Street,Steuart Street,5:00 AM,7:00 AM,30738000,30725000
RT.124WKND.pdf,"NIGHT ROUTES, VARIOUS RT #24",B,Saturday,,20,Market Street,Right,Steuart Street,Van Ness Avenue,5:00 AM,7:00 AM,30725000,30748000
RT.124WKND.pdf,"NIGHT ROUTES, VARIOUS RT #24",B,Saturday,,21,Market Street,Right,Van Ness Avenue,3rd Street,5:00 AM,7:00 AM,30748000,30738000
RT.124WKND.pdf,"NIGHT ROUTES, VARIOUS RT #24",B,Saturday,,22,Divisadero Street,Right,California Street,Geary Boulevard,6:00 AM,8:00 AM,26818000,26621000
RT.124WKND.pdf,"NIGHT ROUTES, VARIOUS RT #24",B,Saturday,,23,Fillmore Street,Right,Jackson Street,McAllister Street,6:00 AM,8:00 AM,26653000,25968000
RT.124WKND.pdf,"NIGHT ROUTES, VARIOUS RT #24",B,Saturday,,24,Divisadero Street,Right,McAllister Street,Page Street,6:00 AM,8:00 AM,26067000,26029000
RT.124WKND.pdf,"NIGHT ROUTES, VARIOUS RT #24",B,Saturday,,25,Clement Street,Right,Arguello Boulevard,Funston Avenue,7:00 AM,8:00 AM,27232000,27482000
RT.124WKND.pdf,"NIGHT ROUTES, VARIOUS RT #24",B,Saturday,,26,Geary Boulevard,Right,28th Avenue,Stanyan Street,7:00 AM,8:00 AM,27558000,27221000
RT.125WK.pdf,RT #25,,Saturday,,1,Polk St,Right,Redwood St,McAllister St,6:00 AM,8:00 AM,24464000,21897000
RT.125WK.pdf,RT #25,,Saturday,,1,Cesar Chavez St,Left,Kansas St,Guerrero St,8:00 AM,10:00 AM,20824000,21897000
RT.125WK.pdf,RT #25,,Saturday,,2,Cesar Chavez St,Left,Guerrero St,Kansas St,8:00 AM,10:00 AM,21897000,20824000
RT.125WK.pdf,RT #25,,Saturday,,2,Eddy St,Left,Leavenworth St,Taylor St,6:00 AM,8:00 AM,24935000,20824000
RT.125WK.pdf,RT #25,,Saturday,,3,Turk St,Right,Taylor St,Van Ness Ave,6:00 AM,8:00 AM,24924000,25184000
RT.125WKND (104w).pdf,RT #25,,Saturday,,1,Cesar Chavez St,Left,Kansas St,Guerrero St,8:00 AM,10:00 AM,20824000,21897000
RT.125WKND (104w).pdf,RT #25,,Saturday,,1,Polk St,Right,Redwood St,McAllister St,6:00 AM,8:00 AM,24464000,21897000
RT.125WKND (104w).pdf,RT #25,,Saturday,,2,Cesar Chavez St,Left,Guerrero St,Kansas St,8:00 AM,10:00 AM,21897000,20824000
RT.125WKND (104w).pdf,RT #25,,Saturday,,2,Eddy St,Left,Leavenworth St,Taylor St,6:00 AM,8:00 AM,24935000,20824000
RT.125WKND (104w).pdf,RT #25,,Saturday,,3,Turk St,Right,Taylor St,Van Ness Ave,6:00 AM,8:00 AM,24924000,25184000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,1,10th St,Right,Market St,Folsom St,12:01 AM,6:00 AM,30746000,24233000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,1,12th St,Right,Market St,South Van Ness Ave,12:01 AM,2:00 AM,30749000,24233000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,1,South Van Ness Ave,Right,Howard St,Market St,12:01 AM,2:00 AM,24386000,24233000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,2,South Van Ness Ave,Right,Market St,Howard St,12:01 AM,2:00 AM,30748000,24386000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,2,Franklin St,Left,Market St,Turk St,12:01 AM,2:00 AM,30750000,24386000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,2,9th St,Left,Folsom St,Market St,12:01 AM,6:00 AM,24246000,24386000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,3,Turk St,Right,Franklin St,Gough St,12:01 AM,2:00 AM,25185000,24349000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,3,Tehama St,Right,8th St,9th St,12:01 AM,6:00 AM,24298000,24349000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,3,13th St,both,South Van Ness Ave,Folsom St,12:01 AM,2:00 AM,24241000,24349000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,4,Tehama St,Left,8th St,9th St,12:01 AM,6:00 AM,24298000,24241000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,4,Gough St,Right,Turk St,Otis St,12:01 AM,2:00 AM,25963000,24241000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,4,13th St,both,Folsom St,South Van Ness Ave,12:01 AM,2:00 AM,24349000,24241000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,5,Minna St,Right,7th St,9th St,12:01 AM,6:00 AM,24291000,24372000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,5,Mission St,Right,13th St,14th St,12:01 AM,2:00 AM,,
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,5,McCoppin St,Right,Otis St,Valencia St,12:01 AM,2:00 AM,,
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,6,Minna St,Left,7th St,9th St,12:01 AM,6:00 AM,24291000,24312000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,7,Jessie St,Right,10th St,9th St,12:01 AM,6:00 AM,24415000,24416000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Friday,,8,Jessie St,Left,10th St,9th St,12:01 AM,6:00 AM,24415000,24416000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Monday,,1,5th Street,Right,Market Street,Minna Street,12:01 AM,2:00 AM,30739000,24633000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Monday,,2,Minna Street,Right,5th Street,9th Street,12:01 AM,2:00 AM,24633000,24312000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Monday,,3,Minna Street,Left,5th Street,9th Street,12:01 AM,2:00 AM,24633000,24312000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Monday,,4,5th Street,Right,Minna Street,Tehama Street,12:01 AM,2:00 AM,24633000,23940000
RT.126   CITYWIDE  SOMA BUSINESS.pdf,BUSINESS AREA RT #26,,Monday,,5,Tehama Street,Right,5th Street,6th Street,12:01 AM,2:00 AM,23940000,24280000
RT.127   BEACH.pdf,BEACH ROUTE RT #27,F,Monday,,1,Great Hwy,Left,Lincoln Way,Skyline Blvd,12:00:00 AM,6:00:00 AM,27942000,33521000
RT.127   BEACH.pdf,BEACH ROUTE RT #27,F,Monday,,2,Great Hwy,Left,Skyline Blvd,Lincoln Way,12:00:00 AM,6:00:00 AM,33521000,27942000
RT.127   BEACH.pdf,BEACH ROUTE RT #27,F,Monday,,3,Great Hwy,Right,Lincoln Way,Skyline Blvd,12:00:00 AM,6:00:00 AM,27942000,33521000
RT.127   BEACH.pdf,BEACH ROUTE RT #27,F,Monday,,4,Great Hwy,Right,Skyline Blvd,Lincoln Way,12:00:00 AM,6:00:00 AM,33521000,27942000
RT.127   BEACH.pdf,BEACH ROUTE RT #27,,Thursday,,1,Great Hwy,Right,Lincoln Way,Point Lobos Ave,5:00:00 AM,7:00:00 AM,27942000,32890000
RT.127   BEACH.pdf,BEACH ROUTE RT #27,,Thursday,,1,Sloat Blvd,Right,Great Hwy,"39th Ave, Skyline Blvd",5:00:00 AM,7:00:00 AM,23496000,32890000
RT.127   BEACH.pdf,BEACH ROUTE RT #27,,Thursday,,2,Point Lobos Ave,Right,Great Hwy,48th Ave,5:00:00 AM,7:00:00 AM,33559000,23496000
RT.127   BEACH.pdf,BEACH ROUTE RT #27,,Thursday,,2,Sloat Blvd,Right,44th Ave,Great Hwy,5:00:00 AM,7:00:00 AM,23450000,23496000
RT.127   BEACH.pdf,BEACH ROUTE RT #27,,Thursday,,3,Sloat Blvd,Left,Great Hwy,Skyline Blvd,5:00:00 AM,7:00:00 AM,23496000,
RT.127   BEACH.pdf,BEACH ROUTE RT #27,,Thursday,,3,Point Lobos Ave,Right,43rd Ave,42nd Ave,5:00:00 AM,7:00:00 AM,27918000,
RT.127   BEACH.pdf,BEACH ROUTE RT #27,,Thursday,,4,Sloat Blvd,Left,Skyline Blvd,Great Hwy,5:00:00 AM,7:00:00 AM,,
RT.127   BEACH.pdf,BEACH ROUTE RT #27,,Thursday,,4,Geary Blvd,Right,42nd Ave,40th Ave,5:00:00 AM,7:00:00 AM,27916000,23496000
RT.127   BEACH.pdf,BEACH ROUTE RT #27,,Thursday,,5,Geary Blvd,Right,40th Ave,42nd Ave,5:00:00 AM,7:00:00 AM,27902000,27916000
RT.127   BEACH.pdf,BEACH ROUTE RT #27,,Thursday,,6,Point Lobos Ave,Right,48th Ave,Great Hwy,5:00:00 AM,7:00:00 AM,28013000,33559000
RT.127   BEACH.pdf,BEACH ROUTE RT #27,,Thursday,,7,Great Hwy,Right,Point Lobos Ave,Lincoln Way,5:00:00 AM,7:00:00 AM,33559000,27942000
RT.127   BEACH.pdf,BUSINESS AREA RT #27,,Thursday,,1,Phelan Ave,Right,Judson Ave,Ocean Ave,2:00:00 AM,6:00:00 AM,,
RT.127   BEACH.pdf,BUSINESS AREA RT #27,,Thursday,,1,Taraval St,Right,17th Ave,27th Ave,2:00:00 AM,6:00:00 AM,23179000,23276000
RT.127   BEACH.pdf,BUSINESS AREA RT #27,,Thursday,,2,37th Ave,Right,Rivera St,Ortega St,2:00:00 AM,6:00:00 AM,23412000,27695000
RT.127   BEACH.pdf,BUSINESS AREA RT #27,,Thursday,,3,37th Ave,Right,Ortega St,Rivera St,2:00:00 AM,6:00:00 AM,27695000,23412000
RT.127   BEACH.pdf,BUSINESS AREA RT #27,,Thursday,,4,Noriega St,Right,19th Ave,22nd Ave,2:00:00 AM,6:00:00 AM,27335000,27340000
RT.127   BEACH.pdf,BUSINESS AREA RT #27,,Thursday,,5,Irving St,Right,19th Ave,26th Ave,2:00:00 AM,6:00:00 AM,27372000,27433000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,1,Skyline Blvd,Right,Great Highway,Lake Merced Blvd,4:00 AM,6:00 AM,33521000,22940000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,1,Bay Shore Blvd,Right,Salinas Ave,Industrial St,7:00 AM,8:30 AM,,
RT.127W.pdf,BEACH ROUTE RT #27,F,Saturday,,1,Great Hwy,Right,Skyline Blvd,Lincoln Way,12:30 AM,2:00 AM,33521000,22940000
RT.127W.pdf,BEACH ROUTE RT #27,F,Saturday,,1,Great Hwy,Right,Skyline Blvd,Lincoln Way,12:30 AM,2:00 AM,33521000,22940000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,1,West Portal Ave,Right,Ulloa St,15th Ave,5:00 AM,7:00 AM,22928000,22940000
RT.127W.pdf,BEACH ROUTE RT #27,F,Saturday,,1,Skyline Blvd,Right,Sloat Blvd,Herbst Rd,12:30 AM,2:00 AM,32890000,22940000
RT.127W.pdf,BEACH ROUTE RT #27,F,Saturday,,1,Great Hwy,Right,Lincoln Way,Point Lobos Ave,2:00 AM,6:00 AM,27942000,22940000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,1,Great Hwy,both,Skyline Blvd,Lincoln Way,5:00 AM,7:00 AM,33521000,22940000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,1,Great Hwy,both,Skyline Blvd,Lincoln Way,5:00 AM,7:00 AM,33521000,22940000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,1,Carroll Ave,Right,03rd St,Arelious Walker Dr,7:00 AM,8:30 AM,20489000,22940000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,1,Great Highway,Right,Point Lobos Ave,Skyline Blvd,3:00 AM,5:00 AM,33559000,22940000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,1,Sloat Blvd,both,"39th Ave, Skyline Blvd",Great Hwy,5:00 AM,7:00 AM,32890000,22940000
RT.127W.pdf,BEACH ROUTE RT #27,F,Saturday,,1,Irving St,Right,26th Ave,19th Ave,2:00 AM,6:00 AM,27433000,22940000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,1,Sloat Blvd,Right,44th Ave,Great Highway,5:00 AM,7:00 AM,23450000,22940000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,1,Lake Merced Blvd,Right,Sunset Blvd,Font Blvd,4:00 AM,6:00 AM,23308000,22940000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,2,Sloat Blvd,both,Great Hwy,Skyline Blvd,5:00 AM,7:00 AM,23496000,23149000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,2,Sloat Blvd,Right,Great Highway,Skyline Blvd,5:00 AM,7:00 AM,23496000,23149000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,2,Lake Merced Blvd,Right,Herbst Rd,Sunset Blvd,4:00 AM,6:00 AM,,
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,2,Bay Shore Blvd,Right,Industrial St,Salinas Ave,7:00 AM,8:30 AM,33630000,23149000
RT.127W.pdf,BEACH ROUTE RT #27,F,Saturday,,2,Point Lobos Ave,Right,Great Hwy,48th Ave,2:00 AM,6:00 AM,33559000,23149000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,2,Lake Merced Blvd,Right,Font Blvd,Sunset Blvd,4:00 AM,6:00 AM,33541000,23149000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,2,Sloat Blvd,Right,Ardenwood Way,19th Ave,5:00 AM,7:00 AM,23143000,23149000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,2,Great Hwy,both,Lincoln Way,Skyline Blvd,5:00 AM,7:00 AM,27942000,23149000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,2,Arelious Walker Dr,Right,Carroll Ave,Gilman Ave,7:00 AM,8:30 AM,33145000,23149000
RT.127W.pdf,BEACH ROUTE RT #27,F,Saturday,,2,Herbst Rd,Right,"Lake Merced Blvd, Skyline Blvd",Skyline Blvd,12:30 AM,2:00 AM,,
RT.127W.pdf,BEACH ROUTE RT #27,F,Saturday,,2,Noriega St,Right,22nd Ave,19th Ave,2:00 AM,6:00 AM,27340000,23149000
RT.127W.pdf,BEACH ROUTE RT #27,F,Saturday,,3,Herbst Rd,Right,Skyline Blvd,"Lake Merced Blvd, Skyline Blvd",12:30 AM,2:00 AM,,
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,3,Lake Merced Blvd,Left,Sunset Blvd,Font Blvd,4:00 AM,6:00 AM,23308000,23179000
RT.127W.pdf,BEACH ROUTE RT #27,F,Saturday,,3,Point Lobos Ave,Right,48th Ave,Great Hwy,2:00 AM,6:00 AM,28013000,23179000
RT.127W.pdf,BEACH ROUTE RT #27,F,Saturday,,3,Taraval St,Right,22nd Ave,17th Ave,2:00 AM,6:00 AM,23199000,23179000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,3,Giants Dr,Right,Gilman Ave,Jamestown Ave,7:00 AM,8:30 AM,20097000,23179000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,4,Ingerson Ave,Right,Giants Dr,03rd St,7:00 AM,8:30 AM,20011000,33521000
RT.127W.pdf,BEACH ROUTE RT #27,F,Saturday,,4,Skyline Blvd,Right,Herbst Rd,Great Hwy,12:30 AM,2:00 AM,23331000,33521000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,4,Lake Merced Blvd,Right,Font Blvd,Herbst Rd,4:00 AM,6:00 AM,33541000,33521000
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,5,Gilman Ave,Right,03rd St,Hunters Point Expy,7:00 AM,8:30 AM,20472000,
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,6,Hunters Point Expy,Right,Donahue St,Jamestown Ave,7:00 AM,8:30 AM,,
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,7,Jamestown Ave,Right,Hunters Point Expy,03rd St,7:00 AM,8:30 AM,,
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,8,Harney Way,Right,Jamestown Ave,Alana Way,7:00 AM,8:30 AM,20259000,
RT.127W.pdf,BEACH ROUTE RT #27,,Saturday,,9,Alana Way,Right,Harney Way,-End-,7:00 AM,8:30 AM,20257000,
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,1,Point Lobos Avenue,Right,48th Avenue,Great Highway,2:00 AM,5:00 AM,28013000,22863000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,1,Bay Shore Blvd,Right,Salinas Ave,Industrial St,7:00 AM,8:30 AM,,
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,1,Carroll Ave,Right,3rd St,Arelious Walker Dr,7:00 AM,8:30 AM,20489000,22863000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,1,Woodside Ave,Right,Portola Dr,Laguna Honda Blvd,5:00 AM,7:00 AM,22436000,22863000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,1,West Portal Avenue,Right,15th Avenue,Ulloa Street,5:00 AM,7:00 AM,22940000,22863000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,1,Great Hwy,Right,Skyline Blvd,Lincoln Way,5:00 AM,7:00 AM,33521000,22863000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,1,Sloat Blvd,both,Skyline Blvd,Great Hwy,5:00 AM,7:00 AM,,
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,1,Great Highway,Right,Lincoln Way,Skyline Boulevard,2:00 AM,5:00 AM,27942000,22863000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,1,Great Highway,Right,Lincoln Way,Point Lobos Avenue,2:00 AM,4:00 AM,27942000,22863000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,1,Sloat Blvd,Right,44th Ave,Great Hwy,5:00 AM,7:00 AM,23450000,22863000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,1,Irving Street,Right,19th Avenue,26th Avenue,2:00 AM,4:00 AM,27372000,22863000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,2,Sloat Blvd,Right,Great Hwy,Skyline Blvd,5:00 AM,7:00 AM,23496000,27340000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,2,Sloat Blvd,both,Great Hwy,Skyline Blvd,5:00 AM,7:00 AM,23496000,27340000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,2,Laguna Honda Blvd,Right,Clarendon Ave,7th Ave,5:00 AM,7:00 AM,27037000,27340000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,2,Sloat Blvd,Right,Great Hwy,Skyline Blvd,5:00 AM,7:00 AM,23496000,27340000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,2,Bay Shore Blvd,Right,Industrial St,Salinas Ave,7:00 AM,8:30 AM,33630000,27340000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,2,Arelious Walker Dr,Right,Carroll Ave,Gilman Ave,7:00 AM,8:30 AM,33145000,27340000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,2,Great Highway,Right,Point Lobos Avenue,Lincoln Way,2:00 AM,5:00 AM,33559000,27340000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,2,Point Lobos Avenue,Right,Great Highway,48th Avenue,2:00 AM,4:00 AM,33559000,27340000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,2,Noriega Street,Right,19th Avenue,22nd Avenue,2:00 AM,4:00 AM,27335000,27340000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,2,Great Hwy,both,Lincoln Way,Skyline Blvd,5:00 AM,7:00 AM,27942000,27340000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,2,Sloat Blvd,both,Great Hwy,Skyline Blvd,5:00 AM,7:00 AM,23496000,27340000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,3,Taraval Street,Right,17th Avenue,22nd Avenue,2:00 AM,4:00 AM,23179000,23199000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,3,7th Ave,Right,Laguna Honda Blvd,Lawton St,5:00 AM,7:00 AM,,
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,3,Great Hwy,both,Skyline Blvd,Lincoln Way,5:00 AM,7:00 AM,33521000,23199000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,3,Giants Dr,Right,Gilman Ave,Jamestown Ave,7:00 AM,8:30 AM,20097000,23199000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,4,Laguna Honda Blvd,Right,7th Ave,Clarendon Ave,5:00 AM,7:00 AM,,
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,4,Ingerson Ave,Right,Giants Dr,3rd St,7:00 AM,8:30 AM,20011000,27037000
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,5,Gilman Ave,Right,3rd St,Hunters Point Expy,7:00 AM,8:30 AM,20472000,
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,6,Hunters Point Expy,Right,Donahue St,Jamestown Ave,7:00 AM,8:30 AM,,
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,7,Jamestown Ave,Right,Hunters Point Expy,3rd St,7:00 AM,8:30 AM,,
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,8,Harney Way,Right,Jamestown Ave,Alana Way,7:00 AM,8:30 AM,20259000,
RT.127W.pdf,BEACH ROUTE RT #27,,Sunday,,9,Alana Way,Right,Harney Way,-End-,7:00 AM,8:30 AM,20257000,
RT.127WKND.pdf,BEACH ROUTE RT #27,,Saturday,,1,Great Highway,Right,Point Lobos Ave,Skyline Blvd,3:00 AM,5:00 AM,33559000,22940000
RT.127WKND.pdf,BEACH ROUTE RT #27,,Saturday,,1,Sloat Blvd,Right,44th Ave,Great Highway,5:00 AM,7:00 AM,23450000,22940000
RT.127WKND.pdf,BEACH ROUTE RT #27,,Saturday,,1,West Portal Ave,Right,Ulloa St,15th Ave,5:00 AM,7:00 AM,22928000,22940000
RT.127WKND.pdf,BEACH ROUTE RT #27,,Saturday,,1,Skyline Blvd,Right,Great Highway,Lake Merced Blvd,4:00 AM,6:00 AM,33521000,22940000
RT.127WKND.pdf,BEACH ROUTE RT #27,,Saturday,,1,Lake Merced Blvd,Right,Sunset Blvd,Font Blvd,4:00 AM,6:00 AM,23308000,22940000
RT.127WKND.pdf,BEACH ROUTE RT #27,F,Saturday,,1,Great Hwy,Right,Lincoln Way,Point Lobos Ave,2:00 AM,6:00 AM,27942000,22940000
RT.127WKND.pdf,BEACH ROUTE RT #27,F,Saturday,,1,Skyline Blvd,Right,Sloat Blvd,Herbst Rd,12:30 AM,2:00 AM,32890000,22940000
RT.127WKND.pdf,BEACH ROUTE RT #27,F,Saturday,,1,Irving St,Right,26th Ave,19th Ave,2:00 AM,6:00 AM,27433000,22940000
RT.127WKND.pdf,BEACH ROUTE RT #27,F,Saturday,,1,Great Hwy,Right,Skyline Blvd,Lincoln Way,12:30 AM,2:00 AM,33521000,22940000
RT.127WKND.pdf,BEACH ROUTE RT #27,,Saturday,,2,Sloat Blvd,Right,Great Highway,Skyline Blvd,5:00 AM,7:00 AM,23496000,23149000
RT.127WKND.pdf,BEACH ROUTE RT #27,F,Saturday,,2,Point Lobos Ave,Right,Great Hwy,48th Ave,2:00 AM,6:00 AM,33559000,23149000
RT.127WKND.pdf,BEACH ROUTE RT #27,,Saturday,,2,Lake Merced Blvd,Right,Font Blvd,Sunset Blvd,4:00 AM,6:00 AM,33541000,23149000
RT.127WKND.pdf,BEACH ROUTE RT #27,,Saturday,,2,Lake Merced Blvd,Right,Herbst Rd,Sunset Blvd,4:00 AM,6:00 AM,,
RT.127WKND.pdf,BEACH ROUTE RT #27,F,Saturday,,2,Noriega St,Right,22nd Ave,19th Ave,2:00 AM,6:00 AM,27340000,23149000
RT.127WKND.pdf,BEACH ROUTE RT #27,F,Saturday,,2,Herbst Rd,Right,Lake Merced Blvd,Skyline Blvd,12:30 AM,2:00 AM,,
RT.127WKND.pdf,BEACH ROUTE RT #27,,Saturday,,2,Sloat Blvd,Right,Ardenwood Way,19th Ave,5:00 AM,7:00 AM,23143000,23149000
RT.127WKND.pdf,BEACH ROUTE RT #27,F,Saturday,,3,Herbst Rd,Right,Skyline Blvd,Lake Merced Blvd,12:30 AM,2:00 AM,,
RT.127WKND.pdf,BEACH ROUTE RT #27,F,Saturday,,3,Taraval St,Right,22nd Ave,17th Ave,2:00 AM,6:00 AM,23199000,23179000
RT.127WKND.pdf,BEACH ROUTE RT #27,,Saturday,,3,Lake Merced Blvd,Left,Sunset Blvd,Font Blvd,4:00 AM,6:00 AM,23308000,23179000
RT.127WKND.pdf,BEACH ROUTE RT #27,F,Saturday,,3,Point Lobos Ave,Right,48th Ave,Great Hwy,2:00 AM,6:00 AM,28013000,23179000
RT.127WKND.pdf,BEACH ROUTE RT #27,F,Saturday,,4,Skyline Blvd,Right,Herbst Rd,Great Hwy,12:30 AM,2:00 AM,23331000,33521000
RT.127WKND.pdf,BEACH ROUTE RT #27,,Saturday,,4,Lake Merced Blvd,Right,Font Blvd,Herbst Rd,4:00 AM,6:00 AM,33541000,33521000
RT.127WKND.pdf,BEACH ROUTE RT #27,,Sunday,,1,Sloat Blvd,both,Skyline Blvd,Great Hwy,5:00 AM,7:00 AM,,
RT.127WKND.pdf,BEACH ROUTE RT #27,,Sunday,,1,Sloat Blvd,Right,44th Ave,Great Hwy,5:00 AM,7:00 AM,23450000,22863000
